Date Read,My Review,Title,Bookshelves,Author,Publisher,My Rating,Average Rating,Binding,Year Published,Date Added,ISBN,ISBN13,ASIN
,,The Lions of Lucerne,read audible audiobook literature-and-fiction genre-fiction,Brad Thor,Simon & Schuster Audio,,4.4,Audible Audio,2012,2025-09-04,,,B009WU5YJ6
,,"Power Down: Dewey Andreas, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Ben Coes,Macmillan Audio,,4.5,Audible Audio,2010,2025-09-04,,,B0043EY8T8
,,Last Car to Elysian Fields,read audible audiobook literature-and-fiction genre-fiction,James Lee Burke,Simon & Schuster Audio,,4.3,Audible Audio,2003,2025-09-04,,,B002VA9CTW
,,Jolie Blon's Bounce,read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.3,Audible Audio,2002,2025-09-04,,,B002UZN53C
,,The Faithful Spy,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Alex Berenson,Random House Audio,,4.2,Audible Audio,2006,2025-09-04,,,B002V8OG90
,,"Never Go Back: Jack Reacher, Book 18",read audible audiobook literature-and-fiction action-and-adventure,Lee Child,Random House Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00E7ZBDLY
,,Cain's Blood,read audible audiobook literature-and-fiction horror,Geoffrey Girard,Audible Studios,,3.9,Audible Audio,2013,2025-09-04,,,B00E3Y6QBQ
,,The Kill List,read audible audiobook literature-and-fiction genre-fiction,Frederick Forsyth,Penguin Audio,,4.2,Audible Audio,2013,2025-09-04,,,B00EKN6RY6
,,"Purple Cane Road: A Dave Robicheaux Novel, Book 11",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,James Lee Burke,Simon & Schuster Audio,,4.2,Audible Audio,2012,2025-09-04,,,B008DYGYIC
,,The Highway: A Cody Hoyt/Cassie Dewell Novel,read audible audiobook mystery-thriller-and-suspense mystery,C.J. Box,Macmillan Audio,,4.4,Audible Audio,2013,2025-09-04,,,B00CPNIZUW
,,Forced to Kill,read audible audiobook literature-and-fiction action-and-adventure,Andrew Peterson,Audible Originals,,4.3,Audible Audio,2011,2025-09-04,,,B004XJ71IS
,,"Option to Kill: A Nathan McBride Novel, Book 3",read audible audiobook literature-and-fiction action-and-adventure,Andrew Peterson,Audible Studios,,4.4,Audible Audio,2012,2025-09-04,,,B00AHEHEU8
,,"Sunset Limited: A Dave Robicheaux Novel, Book 10",to-read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.3,Audible Audio,2012,2025-09-04,,,B008DYH6Q6
,,"Cadillac Jukebox: A Dave Robicheaux Novel, Book 9",read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.4,Audible Audio,2012,2025-09-04,,,B008DYGWAW
,,First to Kill,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Andrew Peterson,Audible Studios,,4.2,Audible Audio,2009,2025-09-04,,,B002V00ZXY
,,"Burning Angel: A Dave Robicheaux Novel, Book 8",read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.5,Audible Audio,2012,2025-09-04,,,B008DYHHR4
,,"Dixie City Jam: A Dave Roubicheaux Novel, Book 7",read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.5,Audible Audio,2012,2025-09-04,,,B008DYH576
,,"A Stained White Radiance: A Dave Robicheaux Novel, Book 5",read audible audiobook mystery-thriller-and-suspense mystery,James Lee Burke,Simon & Schuster Audio,,4.4,Audible Audio,2012,2025-09-04,,,B008DYHBRK
,,The Templar Legacy: A Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Steve Berry,Random House Audio,,4.1,Audible Audio,2006,2025-09-04,,,B002V1CGFI
,,"Shall We Tell the President?: Kane & Abel, Book 3",read audible audiobook literature-and-fiction genre-fiction,Jeffrey Archer,Macmillan Audio,,4.1,Audible Audio,2013,2025-09-04,,,B00DI84DPY
,,Infinite Jest Part III: The Endnotes,read audible audiobook,David Foster Wallace,,,,Audible Audio,,2025-09-04,,,B00C2D0B4S
,,Bad Monkey,read audible audiobook literature-and-fiction genre-fiction,Carl Hiaasen,Random House Audio,,4.2,Audible Audio,2013,2025-09-04,,,B00COSXMM4
,,"A Serpent's Tooth: A Walt Longmire Mystery, Book 9",read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,Recorded Books,,4.6,Audible Audio,2013,2025-09-04,,,B00D2CICI0
,,"As the Crow Flies: A Walt Longmire Mystery, Book 8",read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,Recorded Books,,4.7,Audible Audio,2012,2025-09-04,,,B007SUUHKS
,,Hell Is Empty: A Walt Longmire Mystery,read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,"Recorded Books ",,4.7,Audible Audio,2011,2025-09-04,,,B0054SB6JM
,,Junkyard Dogs: A Walt Longmire Mystery,read audible audiobook mystery-thriller-and-suspense mystery,Craig Johnson,Recorded Books,,4.7,Audible Audio,2010,2025-09-04,,,B003TLIHRK
,,The Dark Horse: A Walt Longmire Mystery,read audible audiobook mystery-thriller-and-suspense mystery,Craig Johnson,Recorded Books,,4.6,Audible Audio,2009,2025-09-04,,,B002V57O5G
,,A Morning for Flamingoes: A Dave Robicheaux Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,James Lee Burke,Recorded Books,,4.3,Audible Audio,2008,2025-09-04,,,B002V0QCN6
,,Another Man's Moccasins: A Walt Longmire Mystery,read audible audiobook mystery-thriller-and-suspense mystery,Craig Johnson,Recorded Books,,4.7,Audible Audio,2008,2025-09-04,,,B002V5H72Q
,,Kindness Goes Unpunished: A Walt Longmire Mystery,read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,Recorded Books,,4.7,Audible Audio,2007,2025-09-04,,,B002V1CM4I
,,"Silken Prey: Lucas Davenport, Book 23",read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00CLG36H0
,,Rendezvous,read audible audiobook literature-and-fiction anthologies-and-short-stories,Nelson DeMille,"HighBridge, a division of Recorded Books",,4.2,Audible Audio,2013,2025-09-04,,,B00C7F2KT0
,,Death Without Company: A Walt Longmire Mystery,read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,Recorded Books,,4.6,Audible Audio,2007,2025-09-04,,,B002VA9JL8
,,Infinite Jest,read audible audiobook,David Foster Wallace,,,,Audible Audio,,2025-09-04,,,B007P00API
,,Ballistic: A Gray Man Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.5,Audible Audio,2011,2025-09-04,,,B005R1BMAY
,,On Target: A Gray Man Novel,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.5,Audible Audio,2010,2025-09-04,,,B0043BUG3I
,,The Power of Habit: Why We Do What We Do in Life and Business,read audible audiobook relationships-parenting-and-personal-development personal-development,Charles Duhigg,Random House Audio,,4.5,Audible Audio,2012,2025-09-04,,,B007C64916
,,The Poet,read audible audiobook mystery-thriller-and-suspense crime-fiction,Michael Connelly,Brilliance Audio,,4.4,Audible Audio,2008,2025-09-04,,,B002UZN6SQ
,,Inherit the Stars,read audible audiobook science-fiction-and-fantasy science-fiction,James P. Hogan,"Blackstone Audio, Inc.",,4.3,Audible Audio,2013,2025-09-04,,,B00BSUUHPO
,,Six Years,read audible audiobook literature-and-fiction genre-fiction,Harlan Coben,Brilliance Audio,,4.1,Audible Audio,2013,2025-09-04,,,B00BJ5YBJG
,,"Hit Me: Keller, Book 5",read audible audiobook mystery-thriller-and-suspense mystery,Lawrence Block,Recorded Books,,4.3,Audible Audio,2013,2025-09-04,,,B00B3KKBVE
,,Some Remarks,read audible audiobook literature-and-fiction anthologies-and-short-stories,Neal Stephenson,HarperAudio,,4,Audible Audio,2012,2025-09-04,,,B008RBDMOK
,,Ripley Under Water,read audible audiobook literature-and-fiction genre-fiction,Patricia Highsmith,Audible Studios,,4.3,Audible Audio,2012,2025-09-04,,,B006WPSE6Y
,,The Talented Mr. Ripley,read audible audiobook mystery-thriller-and-suspense crime-fiction,Patricia Highsmith,Audible Studios,,4.2,Audible Audio,2012,2025-09-04,,,B006WP7EO2
,,The Boy Who Followed Ripley,read audible audiobook mystery-thriller-and-suspense crime-fiction,Patricia Highsmith,Audible Studios,,4.1,Audible Audio,2012,2025-09-04,,,B006WP7CGC
,,Ripley Underground,read audible audiobook literature-and-fiction genre-fiction,Patricia Highsmith,Audible Studios,,4.1,Audible Audio,2012,2025-09-04,,,B006WP7AJQ
,,Ripley’s Game,read audible audiobook literature-and-fiction genre-fiction,Patricia Highsmith,Audible Studios,,4.2,Audible Audio,2012,2025-09-04,,,B006WP6ZBK
,,A Deepness in the Sky,read audible audiobook science-fiction-and-fantasy fantasy,Vernor Vinge,Macmillan Audio,,4.4,Audible Audio,2009,2025-09-04,,,B0030GOEUS
,,The Hit,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,David Baldacci,Hachette Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00BWX30JM
,,Total Control,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.5,Audible Audio,2013,2025-09-04,,,B00B4FLYUK
,,Inferno: A Novel,read audible audiobook literature-and-fiction action-and-adventure,Dan Brown,Random House Audio,,4.3,Audible Audio,2013,2025-09-04,,,B00B1W5E4I
,,Freedom (TM),read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Suarez,Penguin Audio,,4.6,Audible Audio,2010,2025-09-04,,,B00309SYV0
,,Breaking Point: A Joe Pickett Novel Book 13,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2013,2025-09-04,,,B00BSAJIJK
,,Gutshot Straight,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Lou Berney,Audible Studios,,4,Audible Audio,2011,2025-09-04,,,B005ESYR4I
,,The Gray Man,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Mark Greaney,Audible Studios,,4.4,Audible Audio,2010,2025-09-04,,,B003UNYZ7I
,,Daemon,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Daniel Suarez,Penguin Audio,,4.4,Audible Audio,2009,2025-09-04,,,B002V5B9SO
,,Black Cherry Blues,read audible audiobook mystery-thriller-and-suspense crime-fiction,James Lee Burke,Recorded Books,,4.3,Audible Audio,2008,2025-09-04,,,B002V0RFZU
,,Deliverance,read audible audiobook literature-and-fiction action-and-adventure,James Dickey,Audible Studios,,4.4,Audible Audio,2011,2025-09-04,,,B005ZHREN4
,,"The Stainless Steel Rat: Stainless Steel Rat, Book 1",read audible audiobook science-fiction-and-fantasy fantasy,Harry Harrison,Brilliance Audio,,3.9,Audible Audio,2010,2025-09-04,,,B0041M5MRE
,,Euclid's Window: The Story of Geometry from Parallel Lines to Hyperspace,read audible audiobook history world,Leonard Mlodinow,Audible Studios,,4.2,Audible Audio,2009,2025-09-04,,,B0036G94VG
,,Childhood's End,read audible audiobook literature-and-fiction classics,Arthur C. Clarke,Audible Studios,,4.3,Audible Audio,2008,2025-09-04,,,B002V8L5FS
,,The Black Swan: The Impact of the Highly Improbable,read audible audiobook,Nassim Nicholas Taleb,,,,Audible Audio,,2025-09-04,,,B002V5BGUA
,,Cold Wind: A Joe Pickett Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,"Recorded Books ",,4.7,Audible Audio,2011,2025-09-04,,,B004QPG8FG
,,Blood Trail,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2008,2025-09-04,,,B002V8MNOA
,,Below Zero,read audible audiobook mystery-thriller-and-suspense mystery,C. J. Box,Recorded Books,,4.7,Audible Audio,2009,2025-09-04,,,B002UZKM4W
,,Nowhere to Run: A Joe Pickett Novel,read audible audiobook mystery-thriller-and-suspense mystery,C. J. Box,Recorded Books,,4.7,Audible Audio,2010,2025-09-04,,,B003N8MDR4
,,Free Fire,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.6,Audible Audio,2010,2025-09-04,,,B003S7VVE6
,,In Plain Sight: A Joe Pickett Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2008,2025-09-04,,,B002V0LULA
,,Still Life,read audible audiobook,Louise Penny,,,,Audible Audio,,2025-09-04,,,B002V8KPAY
,,Out of Range,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2009,2025-09-04,,,B002V0M2WG
,,The 7th Month: A Detective D. D. Warren Story,read audible audiobook,Lisa Gardner,,,,Audible Audio,,2025-09-04,,,B00ARKHYAM
,,"The Third Bullet: Bob Lee Swagger, Book 8",read audible audiobook literature-and-fiction action-and-adventure,Stephen Hunter,"Brilliance Audio ",,4.2,Audible Audio,2013,2025-09-04,,,B00AWDXRYQ
,,"Force of Nature: A Joe Pickett Novel, Book 12",read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,Recorded Books,,4.7,Audible Audio,2012,2025-09-04,,,B007FR6MXU
,,The Neon Rain: A Dave Robicheaux Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,James Lee Burke,Recorded Books,,4,Audible Audio,2009,2025-09-04,,,B002V5D7HK
,,The Cold Dish: A Walt Longmire Mystery,read audible audiobook literature-and-fiction genre-fiction,Craig Johnson,Recorded Books,,4.5,Audible Audio,2007,2025-09-04,,,B002V1LT0G
,,Trophy Hunt: A Joe Pickett Novel,read audible audiobook mystery-thriller-and-suspense crime-fiction,C. J. Box,"Recorded Books ",,4.6,Audible Audio,2011,2025-09-04,,,B004W4NUIO
,,Suspect,read audible audiobook,Robert Crais,,,,Audible Audio,,2025-09-04,,,B00AWCBWIU
,,Open Season: A Joe Pickett Novel,read audible audiobook,C. J. Box,,,,Audible Audio,,2025-09-04,,,B004NEQ94U
,,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,read audible audiobook,Chris Kyle,,,,Audible Audio,,2025-09-04,,,B006R6YWEQ
,,The Big Exit,read audible audiobook,David Carnoy,,,,Audible Audio,,2025-09-04,,,B009HUFXCE
,,How to Create a Mind: The Secret of Human Thought Revealed,read audible audiobook,Ray Kurzweil,,,,Audible Audio,,2025-09-04,,,B009S7OKJS
,,In Depth: Ray Kurzweil,read audible audiobook,Ray Kurzweil,,,,Audible Audio,,2025-09-04,,,B002V1LGFO
,,Inherent Vice,read audible audiobook,Thomas Pynchon,,,,Audible Audio,,2025-09-04,,,B002UZZA4Y
,,A Christmas Carol: An Signature Performance by Tim Curry,read audible audiobook,Charles Dickens,,,,Audible Audio,,2025-09-04,,,B00AI8K2VQ
,,The Night Eternal: Book Three of the Strain Trilogy,read audible audiobook literature-and-fiction action-and-adventure,Chuck Hogan,HarperAudio,,4.4,Audible Audio,2011,2025-09-04,,,B005V2HC30
,,Threat Vector: A Jack Ryan Novel,read audible audiobook literature-and-fiction action-and-adventure,Mark Greaney,Brilliance Audio,,4.6,Audible Audio,2012,2025-09-04,,,B00A9W1U58
,,The Fall: Book Two of the Strain Trilogy,read audible audiobook literature-and-fiction action-and-adventure,Guillermo Del Toro,HarperAudio,,4.4,Audible Audio,2010,2025-09-04,,,B0045VRZCQ
,,"The Black Box: Harry Bosch, Book 16",read audible audiobook mystery-thriller-and-suspense crime-fiction,Michael Connelly,Hachette Audio,,4.5,Audible Audio,2012,2025-09-04,,,B009SDKL90
,,Back to Blood: A Novel,read audible audiobook literature-and-fiction genre-fiction,Tom Wolfe,Hachette Audio,,3.8,Audible Audio,2012,2025-09-04,,,B009OOTC70
,,"Sandstorm: A Sigma Force Novel, Book 1",to-read audible audiobook literature-and-fiction action-and-adventure,James Rollins,HarperAudio,,4.2,Audible Audio,2010,2025-09-04,,,B003IX58DU
,,Kill Decision,read audible audiobook literature-and-fiction action-and-adventure,Daniel Suarez,Penguin Audio,,4.3,Audible Audio,2012,2025-09-04,,,B008HQTIRU
,,Extraction,read audible audiobook literature-and-fiction action-and-adventure,Douglas Preston,Hachette Audio,,4.3,Audible Audio,2012,2025-09-04,,,B009LLHPRU
,,The Forgotten,read audible audiobook literature-and-fiction action-and-adventure,David Baldacci,Hachette Audio,,4.6,Audible Audio,2012,2025-09-04,,,B009SDRTNG
,,Two Graves,read audible audiobook literature-and-fiction action-and-adventure,Douglas Preston,Hachette Audio,,4.4,Audible Audio,2012,2025-09-04,,,B009OOTE8W
,,The Last Man: A Novel,read audible audiobook literature-and-fiction genre-fiction,Vince Flynn,Simon & Schuster Audio,,4.7,Audible Audio,2012,2025-09-04,,,B009PPNDWS
,,The Absent One,read audible audiobook mystery-thriller-and-suspense mystery,Jussi Adler-Olsen,Penguin Audio,,4.3,Audible Audio,2012,2025-09-04,,,B008UYGE6C
,,The Redbreast,read audible audiobook mystery-thriller-and-suspense mystery,Jo Nesbø,Random House Audio,,4.2,Audible Audio,2011,2025-09-04,,,B004XDO31C
,,The Racketeer,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,John Grisham,Random House Audio,,4.3,Audible Audio,2012,2025-09-04,,,B009R8VOEC
,,"The Bat: A Harry Hole Thriller, Book 1",read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Jo Nesbø,Penguin Audio,,3.9,Audible Audio,2012,2025-09-04,,,B009L9ES22
,,14,read audible audiobook mystery-thriller-and-suspense thriller-and-suspense,Peter Clines,Audible Studios,,4.4,Audible Audio,2012,2025-09-04,,,B0089Y7K0M
,,"The Keeper of Lost Causes: Department Q, Book 1",read audible audiobook mystery-thriller-and-suspense crime-fiction,Jussi Adler-Olsen,Penguin Audio,,4.3,Audible Audio,2011,2025-09-04,,,B005JF0E6Q
,,Your First Listen,read audible audiobook,test,,,,Audible Audio,,2025-09-04,,,B002V8N37Q
,,The Panther,read audible audiobook literature-and-fiction action-and-adventure,Nelson DeMille,Hachette Audio,,4.3,Audible Audio,2012,2025-09-04,,,B009KR5XCO
,,Mad River,read audible audiobook mystery-thriller-and-suspense crime-fiction,John Sandford,Penguin Audio,,4.5,Audible Audio,2012,2025-09-04,,,B009GJUJ8E
,,Steve Jobs,read audible audiobook biographies-and-memoirs professionals-and-academics,Walter Isaacson,Simon & Schuster Audio,,4.7,Audible Audio,2011,2025-09-04,,,B005V0QI82
,,Adventures of Huckleberry Finn: A Signature Performance by Elijah Wood,read audible audiobook literature-and-fiction classics,Mark Twain,Audible Studios,,4.6,Audible Audio,2010,2025-09-04,,,B0040J17CW
,,Moby-Dick,read audible audiobook literature-and-fiction classics,Herman Melville,Recorded Books,,4.2,Audible Audio,2008,2025-09-04,,,B002V8L3RI
,,Hyperion,read audible audiobook science-fiction-and-fantasy fantasy,Dan Simmons,Audible Studios,,4.4,Audible Audio,2008,2025-09-04,,,B002V5BLIW
,,The Three Musketeers,read audible audiobook literature-and-fiction classics,Alexandre Dumas,Tantor Audio,,4.5,Audible Audio,2009,2025-09-04,,,B002UZJF4U
,,"Winter of the World: The Century Trilogy, Book 2",read audible audiobook literature-and-fiction genre-fiction,Ken Follett,Penguin Audio,,4.6,Audible Audio,2012,2025-09-04,,,B0099D5TA0
,,Ken Follett & John Lee Talk About Fall of Giants,read audible audiobook arts-and-entertainment art,Ken Follett,Penguin Audio,,4,Audible Audio,2010,2025-09-04,,,B0043RMSTW
